title,author,publisher,publishing_date,pages,price,language,ISBN_13,complete_link,comments
Metaprogramming with Python: A programmer's guide to writing reusable code to build smarter applications,Sulekha AloorRavi,Packt Publishing,2022-09-09,402.0,44.99,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0698408RVLND9BH9ZVC&qualifier=1671164900&id=1179176751066652&widgetName=sp_mtf&url=%2FMetaprogramming-Python-programmers-reusable-applications%2Fdp%2F1838554653%2Fref%3Dsr_1_83_sspa%3Fkeywords%3Dpython%26qid%3D1671164900%26sr%3D8-83-spons%26psc%3D1,NaN
Deep Learning with Python,"Francois Chollet, Mark Thomas, et al.",NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Deep-Learning-with-Python-audiobook/dp/B07H5RKKB6/ref=sr_1_150?keywords=python&qid=1671164909&sr=8-150,NaN
Learn Python Programming: A complete Guide to Learning Python basics and it’s Practical Applications in recent Development Technologies,NaN,Independently published,2022-10-26,174.0,13.75,English,NaN,https://www.amazon.com/Learn-Python-Programming-Applications-Technologies/dp/B0BKML43ZJ/ref=sr_1_149?keywords=python&qid=1671164909&sr=8-149,NaN
"Django 4 By Example: Build powerful and reliable Python web applications from scratch, 4th Edition",Antonio Mele and Bob Belderbos,"Packt Publishing, 4th ed. edition",2022-08-29,764.0,49.99,English,978-1801813051,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A07212203VUTETWXTMDAM&qualifier=1671164900&id=1179176751066652&widgetName=sp_mtf&url=%2FDjango-Example-powerful-reliable-applications%2Fdp%2F1801813051%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Dpython%26qid%3D1671164900%26sr%3D8-81-spons%26psc%3D1,NaN
Artificial Intelligence Programming with Python: From Zero to Hero,Perry Xiao,"Wiley, 1st edition",2022-03-11,720.0,28.49,English,978-1119820864,https://www.amazon.com/Artificial-Intelligence-Programming-Python-Zero/dp/1119820863/ref=sr_1_147?keywords=python&qid=1671164909&sr=8-147,NaN
Monty Python In The Beginning,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Monty-Python-Beginning-Unavailable/dp/B01HF92EV6/ref=sr_1_142?keywords=python&qid=1671164909&sr=8-142,NaN
High Performance Python: Practical Performant Programming for Humans,Micha Gorelick and Ian Ozsvald,"O'Reilly Media, 2nd edition",2020-05-26,468.0,28.49,English,978-1492055020,https://www.amazon.com/High-Performance-Python-Performant-Programming/dp/1492055026/ref=sr_1_146?keywords=python&qid=1671164909&sr=8-146,NaN
Murach's Python Programming (2nd Edition),Joel Murach and Michael Urban,"Mike Murach & Associates, 2nd edition",2021-05-07,564.0,48.78,English,978-1943872749,https://www.amazon.com/Murachs-Python-Programming-Joel-Murach/dp/1943872740/ref=sr_1_148?keywords=python&qid=1671164909&sr=8-148,NaN
"Advanced Data Analytics using Python: With Architectural Patterns, Text and Image Classification, and Optimization Techniques",Sayan Mukhopadhyay and Pratip Samanta,"Apress, 2nd edition",2022-11-25,269.0,29.99,English,NaN,https://www.amazon.com/Advanced-Data-Analytics-Using-Python-ebook/dp/B0BNF5LF1K/ref=sr_1_144?keywords=python&qid=1671164909&sr=8-144,Pratip Samanta
Practical Ethical Hacking with Python: Develop your own ethical hacking tools using Python,Tony Snake,NaN,NaN,289.0,NaN,English,NaN,https://www.amazon.com/Practical-Ethical-Hacking-Python-Develop-ebook/dp/B0BMYYGXL7/ref=sr_1_145?keywords=python&qid=1671164909&sr=8-145,NaN
Python Crash Course,Chibudom Obasi,NaN,NaN,41.0,NaN,English,NaN,https://www.amazon.com/Python-Crash-Course-Chibudom-Obasi-ebook/dp/B0BPMR2WV9/ref=sr_1_143?keywords=python&qid=1671164909&sr=8-143,NaN
Python for Engineers and Scientists: Concepts and Applications,Rakesh Nayak and Nishu Gupta,"CRC Press, 1st edition",2022-12-19,NaN,90.49,English,NaN,https://www.amazon.com/Python-Engineers-Scientists-Concepts-Applications-ebook/dp/B0BKQ91BM7/ref=sr_1_139?keywords=python&qid=1671164909&sr=8-139,NaN
Hands-On Financial Trading with Python: A practical guide to using Zipline and other Python libraries for backtesting trading strategies,Jiri Pik and Sourav Ghosh,Packt Publishing,2021-04-29,360.0,46.99,English,NaN,https://www.amazon.com/Hands-Financial-Trading-Python-backtesting/dp/1838982884/ref=sr_1_140?keywords=python&qid=1671164909&sr=8-140,NaN
"Serious Python: Black-Belt Advice on Deployment, Scalability, Testing, and More",Julien Danjou,"No Starch Press, Illustrated edition",2018-12-27,240.0,29.24,English,978-1593278786,https://www.amazon.com/Serious-Python-Black-Belt-Deployment-Scalability/dp/1593278780/ref=sr_1_141?keywords=python&qid=1671164909&sr=8-141,NaN
"Ball Pythons as Pets - Your Complete Owners Guide: Ball Python Breeding, Caring, Where To Buy, Types, Temperament, Cost, Health, Handling, Husbandry, Diet, and Much More!",Jacqueline Silverdale,CreateSpace Independent Publishing Platform,2017-11-16,56.0,11.97,English,978-1979824781,https://www.amazon.com/Ball-Pythons-Pets-Temperament-Husbandry/dp/1979824789/ref=sr_1_137?keywords=python&qid=1671164909&sr=8-137,NaN
Machine Learning for Financial Risk Management with Python: Algorithms for Modeling Risk,Abdullah Karasan,"O'Reilly Media, 1st edition",2021-12-28,334.0,49.99,English,978-1492085256,https://www.amazon.com/Machine-Learning-Financial-Management-Python/dp/1492085251/ref=sr_1_136?keywords=python&qid=1671164909&sr=8-136,NaN
Begin to Code with Python,Rob Miles,"Microsoft Press, 1st edition",2017-12-08,528.0,27.32,English,NaN,https://www.amazon.com/Begin-Code-Python-Rob-Miles/dp/1509304525/ref=sr_1_135?keywords=python&qid=1671164909&sr=8-135,NaN
Python Mini Reference 2022: A Quick Guide to the Modern Python Programming Language for Busy Coders (A Hitchhiker's Guide to the Modern Programming Languages Book 3),NaN,Coding Books Press,2022-10-12,206.0,NaN,English,NaN,https://www.amazon.com/Python-Mini-Reference-2022-Programming-ebook/dp/B0B2QJD6P8/ref=sr_1_133?keywords=python&qid=1671164909&sr=8-133,NaN
Python Programming in Context,"Bradley N. Miller, David L. Ranum, et al.","Jones & Bartlett Learning, 3rd edition",2019-10-15,498.0,71.75,English,NaN,https://www.amazon.com/Python-Programming-Context-Bradley-Miller/dp/1284175553/ref=sr_1_134?keywords=python&qid=1671164909&sr=8-134,NaN
Python Scripting for ArcGIS Pro,Paul A. Zandbergen,"Esri Press, 2nd edition",2020-07-07,412.0,50.99,English,978-1589484993,https://www.amazon.com/Python-Scripting-ArcGIS-Paul-Zandbergen/dp/1589484991/ref=sr_1_204?keywords=python&qid=1671164918&sr=8-204,NaN
The Ultimate Python Beginner's Workbook: A Simple Guide To Learn Python Coding Quickly | Become a Better Python Programmer with Practical Exercises and Hands-on Project,Ashraf Marks,NaN,NaN,165.0,NaN,English,NaN,https://www.amazon.com/Ultimate-Python-Beginners-Workbook-Hands-ebook/dp/B0BNW1HYP4/ref=sr_1_203?keywords=python&qid=1671164918&sr=8-203,NaN
The Spirit of Python: Exposing Satan’s Plan to Squeeze the Life Out of You,Jentezen Franklin,"Charisma House, 8.4.2013 edition",2013-09-03,256.0,16.99,English,NaN,https://www.amazon.com/Spirit-Python-Exposing-Satan%C2%92s-Squeeze/dp/1621362205/ref=sr_1_186?keywords=python&qid=1671164918&sr=8-186,NaN
Mission Python: Code a Space Adventure Game!,Sean McManus,No Starch Press,2018-10-16,280.0,29.95,English,978-1593278571,https://www.amazon.com/Mission-Python-Code-Space-Adventure/dp/1593278578/ref=sr_1_202?keywords=python&qid=1671164918&sr=8-202,NaN
"Python 3 Standard Library by Example, The (Developer's Library)",NaN,"Addison-Wesley Professional, 1st edition",2017-06-01,1456.0,59.99,English,978-0134291055,https://www.amazon.com/Python-Standard-Library-Example-Developers/dp/0134291050/ref=sr_1_201?keywords=python&qid=1671164918&sr=8-201,NaN
The Roots Of Monty Python,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Roots-Monty-Python-Tom-Binns/dp/B07KNLR34Q/ref=sr_1_197?keywords=python&qid=1671164918&sr=8-197,NaN
"Python Scripting for ArcGIS (Python Scripting, 1)",Paul A. Zandbergen,"Esri Press, First Edition",2015-02-02,358.0,59.77,English,978-1589483712,https://www.amazon.com/Python-Scripting-ArcGIS-Paul-Zandbergen/dp/1589483715/ref=sr_1_200?keywords=python&qid=1671164918&sr=8-200,NaN
"Advanced Python Programming: Accelerate your Python programs using proven techniques and design patterns, 2nd Edition",Quan Nguyen,"Packt Publishing, 2nd ed. edition",2022-03-25,606.0,49.99,English,978-1801814010,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02009913LQG0K1XVSNME&qualifier=1671164909&id=1430258531038690&widgetName=sp_mtf&url=%2FAdvanced-Python-Programming-Accelerate-techniques%2Fdp%2F1801814015%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dpython%26qid%3D1671164909%26sr%3D8-130-spons%26psc%3D1,NaN
100 Days of Code Learning Journal: Notebook for Python programming beginners/learners. Gift for programmer. Progress tracker. Game /Coding Projects.,Corinth Ruiz,Independently published,2021-11-28,108.0,7.0,English,979-8775112295,https://www.amazon.com/100-Days-Code-Learning-Journal/dp/B09MC476TB/ref=sr_1_198?keywords=python&qid=1671164918&sr=8-198,NaN
"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition",Fabrizio Romano and Heinrich Kruger,"Packt Publishing, 3rd ed. edition",2021-10-29,552.0,37.11,English,978-1801815093,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0895749UWG6LYGF8LML&qualifier=1671164909&id=1430258531038690&widgetName=sp_mtf&url=%2FLearn-Python-Programming-depth-introduction%2Fdp%2F1801815097%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Dpython%26qid%3D1671164909%26sr%3D8-129-spons%26psc%3D1,NaN
How to Program: Computer Science Concepts and Python Exercises,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Top-Down-Design-Data-Analysis-Program/dp/B01M687H4A/ref=sr_1_192?keywords=python&qid=1671164918&sr=8-192,NaN
Python: Programming Basics for Absolute Beginners,NaN,Nathan Clark,2018-04-02,103.0,NaN,English,NaN,https://www.amazon.com/Python-Programming-Beginners-Step-Step-ebook/dp/B07BWT2MR5/ref=sr_1_194?keywords=python&qid=1671164918&sr=8-194,NaN
Beginner's Guide to Streamlit with Python: Build Web-Based Data and Machine Learning Applications,Sujay Raghavendra,"Apress, 1st ed. edition",2023-01-03,224.0,39.45,English,978-1484289822,https://www.amazon.com/Beginners-Guide-Streamlit-Python-Applications/dp/148428982X/ref=sr_1_195?keywords=python&qid=1671164918&sr=8-195,NaN
Python for Finance: Mastering Data-Driven Finance,Yves Hilpisch,"O'Reilly Media, 2nd edition",2019-01-08,720.0,65.05,English,978-1492024330,https://www.amazon.com/Python-Finance-Mastering-Data-Driven/dp/1492024333/ref=sr_1_191?keywords=python&qid=1671164918&sr=8-191,NaN
Speed Up Your Python with Rust: Optimize Python performance by creating Python pip modules in Rust with PyO3,Maxwell Flitton,Packt Publishing,2022-01-21,384.0,41.99,English,NaN,https://www.amazon.com/Speed-Your-Python-Rust-performance/dp/180181144X/ref=sr_1_188?keywords=python&qid=1671164918&sr=8-188,NaN
"Python Flash Cards: Syntax, Concepts, and Examples",Eric Matthes,"No Starch Press, Flc Crds edition",2019-01-15,101.0,27.95,English,978-1593278960,https://www.amazon.com/Python-Flash-Cards-Concepts-Examples/dp/1593278969/ref=sr_1_187?keywords=python&qid=1671164918&sr=8-187,NaN
Reticulated Pythons: A complete guide to care and husbandry,"Sid James, Ben Way, et al.",Andrew James,2018-11-05,130.0,29.0,English,978-1916499706,https://www.amazon.com/Reticulated-Pythons-complete-guide-husbandry/dp/1916499708/ref=sr_1_189?keywords=python&qid=1671164918&sr=8-189,NaN
"Python for RTL Verification: A complete course in Python, cocotb, and pyuvm",Ray Salemi,Independently published,2022-09-03,343.0,44.95,English,NaN,https://www.amazon.com/Python-RTL-Verification-complete-course/dp/B0BCZ1JM3P/ref=sr_1_184?keywords=python&qid=1671164918&sr=8-184,NaN
Learn to Program with Minecraft: Transform Your World with the Power of Python,Craig Richardson,"No Starch Press, 1st edition",2015-12-01,336.0,29.05,English,NaN,https://www.amazon.com/Learn-Program-Minecraft-Transform-Python/dp/1593276702/ref=sr_1_185?keywords=python&qid=1671164918&sr=8-185,NaN
A Student's Guide to Python for Physical Modeling: Updated Edition,Jesse M. Kinder and Philip Nelson,"Princeton University Press, Revised edition",2018-01-30,168.0,4.95,English,978-0691180571,https://www.amazon.com/Students-Guide-Python-Physical-Modeling/dp/0691180571/ref=sr_1_183?keywords=python&qid=1671164918&sr=8-183,NaN
"Functional Python Programming: Use a functional approach to write succinct, expressive, and efficient Python code, 3rd Edition",Steven F. Lott,Packt Publishing,2023-01-10,NaN,32.99,English,NaN,https://www.amazon.com/Functional-Python-Programming-functional-expressive-ebook/dp/B0B1N4PLL5/ref=sr_1_181?keywords=python&qid=1671164918&sr=8-181,NaN
Mathematical Logic through Python,Gonczarowski Yannai A.,"Cambridge University Press, New edition",2022-09-15,284.0,36.5,English,978-1108949477,https://www.amazon.com/Mathematical-through-Python-Yannai-Gonczarowski/dp/1108949479/ref=sr_1_182?keywords=python&qid=1671164918&sr=8-182,NaN
"Colt's Python, King of the Seven Serpents",Gurney Brown,Blue Book Publications,2018-01-01,304.0,NaN,English,978-1936120994,https://www.amazon.com/Colts-Python-King-Seven-Serpents/dp/1936120992/ref=sr_1_250?keywords=python&qid=1671164927&sr=8-250,NaN
Mega Python vs. Gatoroid,NaN,NaN,NaN,NaN,9.23,NaN,NaN,https://www.amazon.com/Mega-Python-Gatoroid-Debbie-Gibson/dp/B004QDW2CQ/ref=sr_1_251?keywords=python&qid=1671164927&sr=8-251,NaN
"Python Programming for Beginners: An Introduction to the Python Computer Language and Computer Programming (Python, Python 3, Python Tutorial)",Jason Cannon,NaN,NaN,164.0,NaN,English,NaN,https://www.amazon.com/Python-Programming-Beginners-Introduction-Computer-ebook/dp/B00N4IQRD4/ref=sr_1_249?keywords=python&qid=1671164927&sr=8-249,NaN
Deep Learning from Scratch: Building with Python from First Principles,Seth Weidman,"O'Reilly Media, 1st edition",2019-10-01,252.0,38.99,English,978-9352139026,https://www.amazon.com/Deep-Learning-Scratch-Building-Principles/dp/1492041416/ref=sr_1_248?keywords=python&qid=1671164927&sr=8-248,NaN
"Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4, MQTT, RESTful APIs, WebSockets, and Python 3",Gary Smart,Packt Publishing,2020-11-12,516.0,39.99,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A10250541713BCQ7J8PYK&qualifier=1671164918&id=8372628233594429&widgetName=sp_mtf&url=%2FPractical-Python-Programming-IoT-WebSockets%2Fdp%2F1838982469%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Dpython%26qid%3D1671164918%26sr%3D8-180-spons%26psc%3D1,NaN
Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications,V Kishore Ayyadevara and Yeshwanth Reddy,Packt Publishing,2020-11-27,824.0,48.84,English,978-1839213472,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A04293192DSFDADI165KD&qualifier=1671164918&id=8372628233594429&widgetName=sp_mtf&url=%2FModern-Computer-Vision-PyTorch-applications%2Fdp%2F1839213477%2Fref%3Dsr_1_178_sspa%3Fkeywords%3Dpython%26qid%3D1671164918%26sr%3D8-178-spons%26psc%3D1,NaN
The Gunfather Restorations - Season 1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Toms-Colt-Python/dp/B0B71BVQ3B/ref=sr_1_242?keywords=python&qid=1671164927&sr=8-242,NaN
"Python Feature Engineering Cookbook: Over 70 recipes for creating, engineering, and transforming features to build machine learning models, 2nd Edition",Soledad Galli,Packt Publishing,2022-10-31,386.0,61.24,English,NaN,https://www.amazon.com/Python-Feature-Engineering-Cookbook-transforming/dp/1804611301/ref=sr_1_247?keywords=python&qid=1671164927&sr=8-247,NaN
Data Visualization with Python and JavaScript,Kyran Dale,"O'Reilly Media, 2nd edition",2022-12-07,864.0,56.99,English,NaN,https://www.amazon.com/Data-Visualization-Python-JavaScript-Kyran-ebook/dp/B0BPF4H7FZ/ref=sr_1_245?keywords=python&qid=1671164927&sr=8-245,NaN
Modern Time Series forecasting with Python: Explore industry-ready time series forecasting using modern machine learning and deep learning,Manu Joseph,Packt Publishing,2022-11-24,552.0,44.99,English,978-1803246802,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A05576263RIE78WQ9ISQM&qualifier=1671164918&id=8372628233594429&widgetName=sp_mtf&url=%2FModern-Time-Forecasting-Python-industry-ready%2Fdp%2F1803246804%2Fref%3Dsr_1_177_sspa%3Fkeywords%3Dpython%26qid%3D1671164918%26sr%3D8-177-spons%26psc%3D1,NaN
The Hitchhiker's Guide to Python: Best Practices for Development,Kenneth Reitz and Tanya Schlusser,"O'Reilly Media, 1st edition",2016-10-18,336.0,24.99,English,978-1491933176,https://www.amazon.com/Hitchhikers-Guide-Python-Practices-Development/dp/1491933178/ref=sr_1_246?keywords=python&qid=1671164927&sr=8-246,NaN
A Smarter Way to Learn Python: Learn it faster. Remember it longer.,Mark Myers,CreateSpace Independent Publishing Platform,2017-08-09,236.0,19.95,English,978-1974431472,https://www.amazon.com/Smarter-Way-Learn-Python-Remember/dp/1974431479/ref=sr_1_244?keywords=python&qid=1671164927&sr=8-244,NaN
"Math for Programmers: 3D graphics, machine learning, and simulations with Python",Paul Orland,"Manning, 1st edition",2021-01-12,688.0,40.84,English,978-1617295355,https://www.amazon.com/Math-Programmers-Paul-Orland/dp/1617295353/ref=sr_1_243?keywords=python&qid=1671164927&sr=8-243,NaN
Beginning Programming with Python for Dummies,John Paul Mueller,"For Dummies, 2nd edition",2018-02-13,416.0,24.49,English,NaN,https://www.amazon.com/Beginning-Programming-Python-Dummies-Mueller/dp/1119457890/ref=sr_1_239?keywords=python&qid=1671164927&sr=8-239,NaN
The Pythons' Autobiography By The Pythons,"Bob McCabe, Eric Idle, et al.","Orion, New Ed edition",2021-02-23,464.0,19.99,English,NaN,https://www.amazon.com/Pythons-Autobiography-Graham-Chapman/dp/0752864254/ref=sr_1_241?keywords=python&qid=1671164927&sr=8-241,NaN
Algorithms to Live By: The Computer Science of Human Decisions,"Brian Christian, Tom Griffiths, et al.",NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Algorithms-to-Live-By-audiobook/dp/B01D24NAL6/ref=sr_1_240?keywords=python&qid=1671164927&sr=8-240,NaN
"Microsoft Python Certification Exam 98-281 & PCEP – Preparation Guide: Introduction To Programming using Python, PCEP – Certified Entry Level Python Programmer","Raman Publications, R Raman, et al.",Independently published,2021-01-14,151.0,19.99,NaN,979-8589463590,https://www.amazon.com/Microsoft-Python-Certification-Exam-98-281/dp/B08T775YFT/ref=sr_1_238?keywords=python&qid=1671164927&sr=8-238,NaN
Ultimate Step by Step Guide to Machine Learning using Python: Predictive modelling concepts explained in simple terms for beginners,NaN,NaN,NaN,70.0,NaN,English,NaN,https://www.amazon.com/Ultimate-Guide-Machine-Learning-Python-ebook/dp/B084WGCMG1/ref=sr_1_236?keywords=python&qid=1671164927&sr=8-236,NaN
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,"O'Reilly Media, 2nd edition",2019-10-15,856.0,57.49,English,978-1492032649,https://www.amazon.com/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1492032646/ref=sr_1_234?keywords=python&qid=1671164927&sr=8-234,NaN
"Creative Coding in Python: 30+ Programming Projects in Art, Games, and More",Sheena Vaidyanathan,"Quarry Books, Illustrated edition",2018-12-18,144.0,19.89,English,NaN,https://www.amazon.com/Creative-Coding-Python-Programming-Projects/dp/1631595814/ref=sr_1_237?keywords=python&qid=1671164927&sr=8-237,NaN
Aprende Python en un fin de semana (Spanish Edition),NaN,Independently published,2018-08-30,174.0,10.04,Spanish,978-1719884839,https://www.amazon.com/Aprende-Python-fin-semana-Spanish/dp/1719884838/ref=sr_1_233?keywords=python&qid=1671164927&sr=8-233,NaN
Python Aplicado (Spanish Edition),Eugenia Bahit,"Ebrc Publisher, 4th ed. edition",2022-01-27,286.0,39.99,Spanish,978-1838190187,https://www.amazon.com/Python-Aplicado-Spanish-Eugenia-Bahit/dp/183819018X/ref=sr_1_231?keywords=python&qid=1671164927&sr=8-231,NaN
Black Hat Python: Python Programming for Hackers and Pentesters,Justin Seitz,"No Starch Press, 1st edition",2014-12-21,192.0,34.95,English,978-1593275907,https://www.amazon.com/Black-Hat-Python-Programming-Pentesters/dp/1593275900/ref=sr_1_232?keywords=python&qid=1671164927&sr=8-232,NaN
"Mastering Python Networking: Utilize Python packages and frameworks for network automation, monitoring, cloud, and management, 4th Edition",Eric Chou,Packt Publishing,2023-02-09,NaN,35.99,English,NaN,https://www.amazon.com/Mastering-Python-Networking-frameworks-automation-ebook/dp/B0BLHJFK9G/ref=sr_1_229?keywords=python&qid=1671164927&sr=8-229,NaN
The Art of Clean Code: Best Practices to Eliminate Complexity and Simplify Your Life,Christian Mayer,No Starch Press,2022-08-02,176.0,22.99,English,978-1718502185,https://www.amazon.com/Art-Clean-Code-Practices-Complexity/dp/1718502184/ref=sr_1_230?keywords=python&qid=1671164927&sr=8-230,NaN
Python for Beginner: 24 Hours with Python: How to Learn Python Program in 24 Hours,tony snake,NaN,NaN,440.0,NaN,English,NaN,https://www.amazon.com/Python-Beginner-Hours-Learn-Program-ebook/dp/B0BL3VMR83/ref=sr_1_298?keywords=python&qid=1671164936&sr=8-298,NaN
Python Newbies: 55 Hand-Picked Resources to Get Started Quickly,Raven Black,NaN,NaN,10.0,NaN,English,NaN,https://www.amazon.com/Python-Newbies-Hand-Picked-Resources-Started-ebook/dp/B0BPPTFZ95/ref=sr_1_295?keywords=python&qid=1671164936&sr=8-295,NaN
Problem Solving with Algorithms and Data Structures using Python SECOND EDITION,Bradley N. Miller and David L. Ranum,"Franklin, Beedle & Associates, 2nd edition",2011-08-22,438.0,42.75,English,NaN,https://www.amazon.com/Problem-Solving-Algorithms-Structures-Python/dp/1590282574/ref=sr_1_296?keywords=python&qid=1671164936&sr=8-296,NaN
Quantum Chemistry and Computing for the Curious: Illustrated with Python and Qiskit® code,"Keeper L. Sharkey, Alain Chance, et al.",Packt Publishing,2022-05-20,354.0,47.99,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0534003I2EA3RM516YD&qualifier=1671164927&id=6244678831365742&widgetName=sp_mtf&url=%2FQuantum-Chemistry-Computing-Curious-Illustrated%2Fdp%2F1803243902%2Fref%3Dsr_1_228_sspa%3Fkeywords%3Dpython%26qid%3D1671164927%26sr%3D8-228-spons%26psc%3D1,NaN
"Bioinformatics with Python Cookbook: Use modern Python libraries and applications to solve real-world computational biology problems, 3rd Edition",Tiago Antao,"Packt Publishing, 3rd ed. edition",2022-09-27,360.0,54.99,English,NaN,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A08682943C3VU0JF3GC5M&qualifier=1671164927&id=6244678831365742&widgetName=sp_mtf&url=%2FBioinformatics-Python-Cookbook-applications-computational%2Fdp%2F1803236426%2Fref%3Dsr_1_227_sspa%3Fkeywords%3Dpython%26qid%3D1671164927%26sr%3D8-227-spons%26psc%3D1,NaN
Boas and Pythons of the World,"""Mark OShea""",Princeton University Press,2011-04-24,160.0,16.22,English,978-0691150154,https://www.amazon.com/Boas-Pythons-World-Mark-OShea/dp/069115015X/ref=sr_1_294?keywords=python&qid=1671164936&sr=8-294,NaN
Into Thin Air: Death On Everest,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Into-Thin-Air-Death-Everest/dp/B09JFFNP29/ref=sr_1_288?keywords=python&qid=1671164936&sr=8-288,NaN
Scala 3 Programming for Beginners: An Introduction to Learn the Scala 3 Programming Language with Tutorials and Hands-On Examples,Nathan Metzler,Independently published,2021-12-16,176.0,8.99,NaN,979-8782427801,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0403021R2PV07DRKJHE&qualifier=1671164927&id=6244678831365742&widgetName=sp_mtf&url=%2FScala-Programming-Beginners-Introduction-Hands%2Fdp%2FB09NRBVGQ5%2Fref%3Dsr_1_226_sspa%3Fkeywords%3Dpython%26qid%3D1671164927%26sr%3D8-226-spons%26psc%3D1,NaN
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,NaN,"O'Reilly Media, 1st edition",2018-04-17,366.0,49.18,English,978-1491989388,https://www.amazon.com/Machine-Learning-Python-Cookbook-Preprocessing/dp/1491989386/ref=sr_1_293?keywords=python&qid=1671164936&sr=8-293,NaN
"Test-Driven Development with Python: Obey the Testing Goat: using Django, Selenium, and JavaScript",Harry Percival,"O'Reilly Media, 2nd edition",2017-08-31,624.0,45.99,English,978-1491958704,https://www.amazon.com/Test-Driven-Development-Python-Selenium-JavaScript/dp/1491958707/ref=sr_1_291?keywords=python&qid=1671164936&sr=8-291,NaN
Numerical Python in Astronomy and Astrophysics: A Practical Guide to Astrophysical Problem Solving (Undergraduate Lecture Notes in Physics),NaN,"Springer, 1st ed. 2021 edition",2021-07-15,260.0,53.92,English,978-3030703462,https://www.amazon.com/Numerical-Python-Astronomy-Astrophysics-Astrophysical/dp/3030703460/ref=sr_1_292?keywords=python&qid=1671164936&sr=8-292,NaN
"Code This Game!: Make Your Game using Python, Then Break Your Game to Create a New One!","Meg Ray, Odd Dot, et al.","Odd Dot, Illustrated edition",2019-09-03,320.0,18.8,English,NaN,https://www.amazon.com/Code-This-Game-Python-Create/dp/1250306698/ref=sr_1_290?keywords=python&qid=1671164936&sr=8-290,NaN
Bite-Size Python: An Introduction to Python Programming,April Speight,"Wiley, 1st edition",2020-09-01,240.0,23.72,English,978-1119643814,https://www.amazon.com/Bite-Size-Python-Introduction-Programming/dp/1119643813/ref=sr_1_289?keywords=python&qid=1671164936&sr=8-289,NaN
"Becoming a Data Head: How to Think, Speak and Understand Data Science, Statistics and Machine Learning",Alex J. Gutman and Jordan Goldmeier,"Wiley, 1st edition",2021-04-23,272.0,24.49,English,978-1119741749,https://www.amazon.com/Becoming-Data-Head-Understand-Statistics/dp/1119741742/ref=sr_1_287?keywords=python&qid=1671164936&sr=8-287,NaN
Fast Python: High performance techniques for large datasets,Tiago Rodrigues Antao,Manning,2023-03-21,320.0,59.99,English,978-1617297939,https://www.amazon.com/Python-Science-Tiago-Rodrigues-Antao/dp/1617297933/ref=sr_1_286?keywords=python&qid=1671164936&sr=8-286,NaN
"The Python Bible Volume 5: Python for Finance (Stock Analysis, Trading, Share Prices)",NaN,Independently published,2019-08-14,58.0,7.99,English,978-1686407376,https://www.amazon.com/Python-Bible-Finance-Analysis-Trading/dp/1686407378/ref=sr_1_285?keywords=python&qid=1671164936&sr=8-285,NaN
